ID,WEIGHT,LENGTH
20196984,0.175,14.0
20196985,0.125,15.0
20196986,0.23,17.6
20196987,0.25,17.7
20196988,0.11,12.0
20196989,0.24,17.6
20196990,0.205,13.3
20196991,0.135,13.2
20196992,0.25,17.3
20196993,0.3,19.0
20196994,0.25,17.6
20196995,0.24,15.7
20196996,0.25,17.6
20196997,0.15,12.1
20196998,0.23,17.0
20196999,0.105,14.7
20197000,0.255,17.5
20197001,0.135,15.0
20197002,0.11,11.4
20197003,0.185,14.2
20197004,0.105,11.3
20197005,0.21,16.0
20197006,0.1,13.0
20197007,0.21,13.1
20197008,0.12,14.0
20197009,0.17,14.5
20197010,0.085,10.8
20197011,0.185,15.7
20197012,0.065,14.0
20197013,0.285,19.0
20197014,0.095,12.7
20197015,0.095,13.6
20197016,0.115,11.5
20197017,0.25,16.9
20197018,0.305,18.8
20197019,0.125,15.0
20197020,0.155,14.0
20197021,0.095,14.3
20197022,0.25,16.8
20197023,0.22,14.5
20197024,0.23,16.5
20197025,0.145,14.8
20197026,0.185,16.5
20197027,0.21,15.3
20197028,0.165,13.8
20197029,0.215,13.2
20197030,0.18,16.5
20197031,0.155,15.1
20197032,0.25,15.9
20197033,0.25,12.8
20197034,0.265,18.0
20197035,0.11,14.5
20197036,0.295,15.2
20197037,0.185,15.0
20197038,0.25,16.5
20197039,0.21,17.1
20197040,0.2,18.6
20197041,0.33,21.9
20197042,0.205,17.0
20197043,0.205,13.7
20197044,0.265,18.0
20197045,0.12,14.5
20197046,0.25,17.7
20197047,0.335,18.3
20197048,0.25,14.2
20197049,0.17,12.4
20197050,0.25,17.2
20197051,0.12,13.7
20197052,0.28,17.1
20197053,0.295,18.3
20197054,0.345,18.7
20197055,0.2,15.6
20197056,0.21,15.7
20197057,0.25,17.0
20197058,0.25,16.5
20197059,0.145,15.5
20197060,0.185,15.0
20197061,0.225,16.5
20197062,0.24,17.5
20197063,0.215,17.7
20197064,0.245,18.3
20197065,0.135,15.5
20197066,0.12,14.5
20197067,0.25,19.0
20197068,0.23,16.5
20197069,0.2,16.4
20197070,0.2,14.6
20197071,0.22,16.5
20197072,0.225,17.9
